Provincia;Localidad;Codigo_postal;Direccion;Margen;Toma_de_datos;Precio;Rotulo;Tipo_venta;Rem;Horario;Tipo_servicio;Fecha_extraccion
SANTA CRUZ DE TENERIFE;ARONA;38627;CARRETERA GRAL TF-66(GUAZA-GALLE KM. 2;D;01/08/2020 00:00;0,879;REPSOL;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (A);01/08/2020
SANTA CRUZ DE TENERIFE;RAVELO                   ;38359;CARRERA GENERAL DEL NORTE, 20,450;N;29/07/2020 15:45;0,880;DISA RAVELO;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (A);01/08/2020
SANTA CRUZ DE TENERIFE;GRANADILLA DE ABONA      ;38616;CARRETERA TF 636 SAN ISIDRO - CHIMICHE KM. 4;D;29/07/2020 11:15;0,883;PCAN;P;dm;L-D: 08:00-23:00;L-D: 08:00-23:00 (A);01/08/2020
SANTA CRUZ DE TENERIFE;LA LAGUNA;38234;CARRETERA TF-12 LAS CANTERAS KM. 0,5;I;29/07/2020 00:00;0,883;TGAS LAS MERCEDES;P;dm;L-S: 07:00-22:00 D: 08:00-21:00;L-S: 07:00-22:00 (P) D: 08:00-21:00 (P);01/08/2020
SANTA CRUZ DE TENERIFE;ICOD DE LOS VINOS        ;38430;CARRETERA TF-82 KM. 53,6;I;28/07/2020 00:00;0,883;CEPSA;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (A);01/08/2020
SANTA CRUZ DE TENERIFE;SANTA CRUZ DE TENERIFE   ;38108;AUTOPISTA TF-21 KM. 3,5;D;28/07/2020 00:00;0,884;CEPSA;P;OM;L-D: 24H;L-D: 24H (A);01/08/2020
SANTA CRUZ DE TENERIFE;SANTA CRUZ DE TENERIFE   ;38108;CARRETERA GENERAL DEL SUR KM. 7,5;N;29/07/2020 15:45;0,884;DISA BARRANCO GRANDE;P;OM;L-S: 06:00-22:00 D: 08:00-22:00;L-S: 06:00-06:30 (A), 06:30-22:00 (P) D: 08:00-22:00 (P);01/08/2020
SANTA CRUZ DE TENERIFE;AÑAZA                    ;38111;PG IND. AÑAZA PARC-39, S.N.;D;01/08/2020 00:00;0,885;REPSOL;P;OM;L-D: 06:00-22:00;L-V: 06:00-10:00 (A), 10:00-18:00 (P), 18:00-22:00 (A) S-D: 06:00-22:00 (A);01/08/2020
SANTA CRUZ DE TENERIFE;SANTA CRUZ DE TENERIFE   ;38109;CALLE GUAIRE - URB.CUEVAS BLANCAS, S/N;N;30/07/2020 15:00;0,885;DISA CUEVAS BLANCAS;P;OM;L-D: 07:00-23:00;L-D: 07:00-23:00 (A);01/08/2020
SANTA CRUZ DE TENERIFE;VILAFLOR                 ;38613;CARRETERA CARRETERA GENERAL 821 KM. 68,80;N;25/07/2020 09:33;0,885;DISA;P;dm;L-S: 07:00-21:00 D: 08:00-14:00;L-S: 07:00-21:00 (A) D: 08:00-14:00 (A);01/08/2020
SANTA CRUZ DE TENERIFE;SANTA CRUZ DE TENERIFE   ;38007;CALLE ORTEGA Y GASSET, 1;N;29/07/2020 15:45;0,887;DISA TRES DE MAYO;P;OM;L-D: 24H;L-D: 00:00-06:00 (A), 06:00-22:00 (P), 22:00-23:59 (A);01/08/2020
SANTA CRUZ DE TENERIFE;SANTA CRUZ DE TENERIFE   ;38005;VIA VIA PENETRACION, KM. 0,184, S/N;N;29/07/2020 15:45;0,887;DISA VIA PENETRACION;P;OM;L-D: 24H;L-D: 24H (A);01/08/2020
PALMAS (LAS);AGUIMES;35119;CARRETERA GRAL DEL SUR KM. 34,5;D;31/07/2020 08:51;0,889;CEPSA BALOS 1;P;dm;L-D: 06:00-22:00;L-V: 06:00-22:00 (P) S-D: 06:00-22:00 (A);01/08/2020
PALMAS (LAS);AGUIMES;35119;CARRETERA CTRA. GRAL. DEL SUR KM. 34,5;I;31/07/2020 08:50;0,889;CEPSA BALOS 2;P;dm;L-D: 06:00-22:00;L-D: 06:00-22:00 (P);01/08/2020
SANTA CRUZ DE TENERIFE;EL TANQUE                ;38435;CARRETERA TF-82 KM. 8;I;31/07/2020 17:56;0,889;REPSOL;P;dm;L-D: 06:00-21:00;L-D: 06:00-21:00 (A);01/08/2020
SANTA CRUZ DE TENERIFE;SAN JUAN DE LA RAMBLA    ;38420;CARRETERA TF-5 KM. 46,3;I;01/08/2020 00:00;0,889;REPSOL;P;OM;L-V: 06:00-21:00 S-D: 08:00-21:00;L-V: 06:00-21:00 (A) S-D: 08:00-21:00 (A);01/08/2020
SANTA CRUZ DE TENERIFE;CISNERA;38589;CARRETERA GENERAL DEL SUR KM. 62;D;29/07/2020 11:53;0,889;REPSOL;P;dm;L: 06:30-22:00;L: 06:30-22:00 (A);01/08/2020
PALMAS (LAS);CRUCE DE ARINAGA         ;35118;CALLE ANSITE, 33;I;27/07/2020 00:24;0,889;CANARY OIL;P;dm;L: 06:30-22:00;L: 06:30-22:00 (P);01/08/2020
SANTA CRUZ DE TENERIFE;PUERTO DE LA CRUZ        ;38400;CALLE VALOIS km S/N;N;28/07/2020 00:00;0,889;DISA;P;dm;L-V: 07:00-20:30 S-D: 08:00-14:00;;01/08/2020
SANTA CRUZ DE TENERIFE;SILOS, LOS;38470;CALLE FELIX BENITEZ DE LUGO S/N LOS MORALITOS (GENERAL TF-142 KM 11), 28;N;29/07/2020 15:45;0,892;DISA LOS SILOS;P;OM;L-D: 06:00-22:00;L-S: 06:00-22:00 (P) D: 06:00-22:00 (A);01/08/2020
SANTA CRUZ DE TENERIFE;ICOD DE LOS VINOS        ;38430;AVENIDA PRINCIPES DE ESPAÑA, 40;N;29/07/2020 15:45;0,892;DISA ICOD DE LOS VINOS;P;OM;L-D: 24H;L-D: 00:00-06:00 (A), 06:00-22:00 (P), 22:00-23:59 (A);01/08/2020
SANTA CRUZ DE TENERIFE;ICOD DE LOS VINOS        ;38430;CALLE FRANCISCO MIRANDA, 1;N;29/07/2020 15:45;0,892;SHELL ICOD DE LOS VINOS;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (P);01/08/2020
SANTA CRUZ DE TENERIFE;ICOD DE LOS VINOS        ;38430;CARRETERA GENERAL C-820 KM. 52,7;N;31/07/2020 11:20;0,892;CEPSA ICOD DE LOS VINOS;P;dm;L-V: 05:30-21:30 S-D: 06:00-21:00;L-V: 05:30-21:30 (P) S-D: 06:00-21:00 (P);01/08/2020
SANTA CRUZ DE TENERIFE;REALEJOS (LOS)           ;38419;CARRETERA CARRETERA DEL NORTE KM. 43,60;D;27/07/2020 15:08;0,892;ESTACION DE SERVICIOS EL MIRADOR;P;dm;L-D: 24H;L-D: 24H (P);01/08/2020
SANTA CRUZ DE TENERIFE;GARACHICO                ;38450;CR ICOD-BUENAVISTA, KM. 8,9;I;27/07/2020 22:43;0,893;E.S. CEPSA LA CALETA;P;dm;L-D: 06:00-22:00;L-D: 06:00-22:00 (A);01/08/2020
SANTA CRUZ DE TENERIFE;SANTA CRUZ DE TENERIFE   ;38009;CALLE FILIPINAS, 9;N;24/07/2020 10:26;0,894;CEPSA;P;dm;L-V: 06:30-19:00;L-V: 06:30-19:00 (A);01/08/2020
SANTA CRUZ DE TENERIFE;SANTIAGO DEL TEIDE       ;38690;CARRETERA GENERAL DEL SUR KM. 84,950;I;27/07/2020 21:39;0,894;CEPSA;P;dm;L-S: 06:00-22:00 D: 7:00-21:30;L-S: 06:00-22:00 (A) D: 7:00-21:30 (A);01/08/2020
SANTA CRUZ DE TENERIFE;GÜIMAR                   ;38500;POLIGONO INDUSTRIAL VALLE DE GÜIMAR MZ. 13, PC. 10, S/N;N;27/07/2020 10:24;0,894;OCEANO;P;dm;L-V: 06:00-22:00 S: 07:00-22:00 D: 08:00-21:00;L-V: 06:00-22:00 (A) S: 07:00-22:00 (A) D: 08:00-21:00 (A);01/08/2020
SANTA CRUZ DE TENERIFE;TEGUESTE CENTRO          ;38280;CARRETERA TF-13 LA LAGUNA - BAJAMAR KM. 6;I;27/07/2020 12:00;0,895;TGAS TEGUESTE;P;dm;L-D: 06:00-23:00;L-D: 06:00-23:00 (P);01/08/2020
SANTA CRUZ DE TENERIFE;GUANCHA (LA)             ;38440;CARRETERA TF-5 SANTA CRUZ - ICOD KM. 49;D;27/07/2020 12:00;0,897;TGAS SANTA CATALINA;P;dm;L-D: 24H;L-V: 00:00-05:00 (A), 05:00-22:00 (P), 22:00-23:59 (A) S-D: 00:00-06:00 (A), 06:00-22:00 (P), 22:00-23:59 (A);01/08/2020
CEUTA;CEUTA                    ;51002;AVENIDA TENIENTE GRAL MUSLERA, S/N;D;30/07/2020 11:53;0,899;ON365;P;dm;L-D: 06:00-23:59;L-D: 06:00-23:59 (A);01/08/2020
SANTA CRUZ DE TENERIFE;SOCORRO (EL)             ;38292;CARRETERA TF 154 DELPORTEZUELO ALS TODCAS KM. 1;N;28/07/2020 09:56;0,899;DISA EL SOCORRO;P;dm;L-S: 06:30-22:00;L-S: 06:30-22:00 (P);01/08/2020
SANTA CRUZ DE TENERIFE;TACORONTE                ;38350;AUTOPISTA NORTE TF-5 KM. 16;I;29/07/2020 14:00;0,899;CEPSA EL PEÑON;P;dm;L-D: 24H;L-D: 00:00-05:59 (A), 05:59-22:00 (P), 22:00-23:59 (A);01/08/2020
PALMAS (LAS);PALMAS DE GRAN CANARIA (LAS);35013;CALLE LUIS CORREA MEDINA, 19;N;31/07/2020 12:10;0,899;E.S. AQUI SI DISA MILLER BAJO;A;dm;L-D: 24H;L-D: 00:00-06:00 (A), 06:00-22:00 (P), 22:00-23:59 (A);01/08/2020
SANTA CRUZ DE TENERIFE;ARAFO                    ;38550;CARRETERA CARRETERA GENERAL KM. ;D;27/07/2020 16:29;0,899;ESTACION DE SERVICIO LA HIDALGA;P;dm;L-S: 06:00-22:00 D: 07:00-21:00;L-S: 06:00-22:00 (A) D: 07:00-21:00 (A);01/08/2020
SANTA CRUZ DE TENERIFE;SANTA CRUZ DE TENERIFE   ;38160;POLIGONO EL MAYORAZGO, S/N;D;28/07/2020 15:26;0,899;CEPSA;P;dm;L-V: 05:00-14:00;L-V: 05:00-14:00 (A);01/08/2020
CEUTA;CEUTA                    ;51001;MUELLE ALFAU, S/N;D;30/07/2020 11:54;0,899;ON365;P;dm;L-D: 24H;L-D: 24H (A);01/08/2020
PALMAS (LAS);AGUIMES;35117;CALLE GARLOPA, 41;D;27/07/2020 10:26;0,899;OCEANO;P;dm;L-V: 07:00-22:00 S: 08:00-21:00 D: 08:00-15:00;L-V: 07:00-22:00 (A) S: 08:00-21:00 (A) D: 08:00-15:00 (A);01/08/2020
PALMAS (LAS);PLAYA BLANCA             ;35570;CALLE BERRUGO EL, 2;D;28/07/2020 13:33;0,900;MARINA RUBICON-DISA RED;P;dm;L-D: 08:00-22:00;L-D: 08:00-22:00 (A);01/08/2020
SANTA CRUZ DE TENERIFE;BUENAVISTA DEL NORTE     ;38480;AVENIDA JUAN MENDEZ EL VIEJO, S/N;N;21/07/2020 11:34;0,901;DISA;P;dm;L-S: 06:00-23:00 D: 07:00-10:00;L-S: 06:00-23:00 (A) D: 07:00-10:00 (A);01/08/2020
SANTA CRUZ DE TENERIFE;SANTA CRUZ DE TENERIFE   ;38009;CARRETERA DEL ROSARIO C-822 KM. 2;N;29/07/2020 15:45;0,902;DISA TIO PINO;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (P);01/08/2020
SANTA CRUZ DE TENERIFE;GUIA DE ISORA            ;38680;AVENIDA LA GAVIOTA, 1;I;28/07/2020 00:00;0,906;CEPSA;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (A);01/08/2020
SANTA CRUZ DE TENERIFE;PUERTO DE LA CRUZ        ;38400;CARRETERA MARTIANEZ TF-131 KM. 2,4;N;29/07/2020 15:45;0,908;SHELL EL AGUILA;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (A);01/08/2020
SANTA CRUZ DE TENERIFE;AEROPUERTO REINA SOFIA (SANTA CRUZ DE TENERIFE);38610;ACCESO ACCESO AEROPUERTO TENERIFE SUR, 1;N;29/07/2020 15:45;0,909;DISA AEROPUERTO TFS;P;OM;L-D: 24H;L-D: 24H (A);01/08/2020
SANTA CRUZ DE TENERIFE;CUESTA, LA               ;38206;CARRETERA SUR (CUESTA-TACO) KM. 2;N;29/07/2020 15:45;0,911;DISA OFRA;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (A);01/08/2020
SANTA CRUZ DE TENERIFE;CUESTA, LA               ;38206;CALLE MILAGROSA (LA) LA CUESTA, 2;D;29/07/2020 01:21;0,911;DISA VISTABELLA;P;dm;L-S: 06:00-22:00 D: 08:00-22:00;L-S: 06:00-22:00 (A) D: 08:00-22:00 (A);01/08/2020
SANTA CRUZ DE TENERIFE;TEJINA                   ;38260;CALLE FELIPE CASTILLO, 3;N;29/07/2020 15:45;0,914;DISA TEJINA;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (A);01/08/2020
SANTA CRUZ DE TENERIFE;BAJAMAR                  ;38250;AVENIDA BAJAMAR, 103;I;29/07/2020 15:45;0,914;DISA BAJAMAR;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (A);01/08/2020
SANTA CRUZ DE TENERIFE;SANTA CRUZ DE TENERIFE   ;38009;CARRETERA SANTA CRUZ- LA LAGUNA KM. 3,7;D;29/07/2020 15:45;0,915;SHELL EL RAMONAL;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (A);01/08/2020
SANTA CRUZ DE TENERIFE;SANTA CRUZ DE TENERIFE   ;38008;AVENIDA ANGEL ROMERO, 17;D;25/07/2020 09:40;0,915;CEPSA;P;dm;L-S: 07:00-20:00;L-S: 07:00-20:00 (A);01/08/2020
SANTA CRUZ DE TENERIFE;CALDERA (LA)             ;38660;CALLE DUBLIN, 1;I;28/07/2020 00:00;0,916;CEPSA;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (A);01/08/2020
CEUTA;CEUTA                    ;51002;AVENIDA CAÑONERO DATO, 10;D;30/07/2020 00:00;0,918;DISA PUERTO;P;OM;L-D: 06:00-23:59;L-D: 06:00-23:59 (A);01/08/2020
CEUTA;CEUTA                    ;51001;AVENIDA MARTINEZ CATENA, 6;N;30/07/2020 00:00;0,918;SHELL CATENA;P;OM;L-D: 06:00-00:00;L-D: 06:00-23:59 (A);01/08/2020
CEUTA;CEUTA                    ;51001;AVENIDA MUELLE DATO, 8;D;30/07/2020 00:00;0,918;SHELL MUELLE DATO;P;OM;L-D: 24H;L-D: 24H (A);01/08/2020
CEUTA;CEUTA                    ;51001;AVENIDA GONZALEZ TABLAS, S/N;D;29/07/2020 00:00;0,919;CEPSA;P;OM;L-V: 07:00-15:00;L-V: 07:00-15:00 (P);01/08/2020
CEUTA;CEUTA                    ;51001;AVENIDA MUELLE CAÑONERO DATO, S/N;D;29/07/2020 12:02;0,919;CEPSA;P;dm;L-D: 24H;L-D: 24H (A);01/08/2020
PALMAS (LAS);PUERTO DEL ROSARIO       ;35600;AVENIDA JUAN DE BETHENCOURT, 24;N;28/07/2020 00:00;0,919;CEPSA PUERTO ROSARIO;P;OM;L-S: 06:00-22:00 D: 07:00-17:00;;01/08/2020
PALMAS (LAS);PUERTO DEL ROSARIO       ;35600;CALLE ALMIRANTE LALLERMAND, 31;N;29/07/2020 12:37;0,919;PCAN GASOLINERA GIL;P;dm;L-D: 24H;L-S: 00:00-07:00 (D), 07:00-22:00 (A), 22:00-23:59 (D) D: 00:00-07:00 (D), 07:00-14:30 (A), 14:30-23:59 (D);01/08/2020
PALMAS (LAS);CASTILLO (EL)            ;35610;CARRETERA PUERTO ROSARIO - EL CASTILLO KM. 8;I;29/07/2020 15:45;0,919;DISA EL MATORRAL;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (A);01/08/2020
PALMAS (LAS);PUERTO DEL ROSARIO       ;35600;AUTOVIA PUERTO DEL ROSARIO-CALETA DE FUSTE KM. 3,5;D;29/07/2020 15:45;0,919;DISA RIO CABRAS;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (A);01/08/2020
PALMAS (LAS);PUERTO DEL ROSARIO       ;35600;CALLE ALFONSO XIII, 65;N;29/07/2020 15:45;0,919;DISA  EL CHARCO;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (A);01/08/2020
PALMAS (LAS);PUERTO DEL ROSARIO       ;35600;CALLE SECUNDINO ALONSO, 26;D;29/07/2020 15:45;0,919;DISA SECUNDINO ALONSO;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (A);01/08/2020
CEUTA;CEUTA                    ;51001;AVENIDA MUELLE CAÑONERO DATO, 10;D;29/07/2020 00:00;0,919;CEPSA;P;OM;L-V: 07:00-23:00 S: 07:00-15:00;L-V: 07:00-23:00 (P) S: 07:00-15:00 (P);01/08/2020
SANTA CRUZ DE TENERIFE;SAN CRISTOBAL            ;38208;AVENIDA REPUBLICA ARGENTINA, 86;D;27/07/2020 12:45;0,919;BP E.S. LAS CANTERAS S.L.;P;dm;L-S: 7:00-22:00;L-S: 7:00-22:00 (A);01/08/2020
CEUTA;CEUTA                    ;51001;AVENIDA MARTINEZ CATENA S/N-FRENTE PLAYA DEL CHORRILLO, S,N;D;29/07/2020 00:00;0,919;CEPSA;P;OM;L-D: 07:00-23:00;L-D: 07:00-23:00 (A);01/08/2020
PALMAS (LAS);PUERTO DEL ROSARIO       ;35610;CARRETERA AEROPUERTO KM. S/N;D;28/07/2020 00:00;0,919;CEPSA;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (A);01/08/2020
SANTA CRUZ DE TENERIFE;SANTA CRUZ DE TENERIFE   ;38010;CALLE PEDRO DE VALDIVIA, 9;N;29/07/2020 15:45;0,922;DISA LAS DELICIAS;P;OM;L-D: 07:00-22:00;L-D: 07:00-22:00 (A);01/08/2020
SANTA CRUZ DE TENERIFE;PUERTO DE LA CRUZ        ;38400;CARRETERA LAVERA LA MONTAÑA KM. 1;N;28/07/2020 00:00;0,925;DISA;P;dm;L-S: 06:00-22:00 D: 08:00-22:00;;01/08/2020
SANTA CRUZ DE TENERIFE;GÜIMAR                   ;38500;AVENIDA OBISPO PEREZ CACERES, 45;I;28/07/2020 01:13;0,929;CEPSA;P;dm;L-S: 05:00-22:00 D: 05:00-13:00;L-S: 05:00-22:00 (A) D: 05:00-13:00 (A);01/08/2020
PALMAS (LAS);CALETA DE FUSTE;35610;CR  FV-2 P.K. 11 M.D. ( PUERTO DEL;D;01/08/2020 00:00;0,929;REPSOL;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (A);01/08/2020
SANTA CRUZ DE TENERIFE;GÜIMAR                   ;38500;CARRETERA TF-61 KM. 2,800;D;30/07/2020 14:37;0,929;DISA PUERTITO;P;dm;L-D: 24H;L-D: 24H (A);01/08/2020
SANTA CRUZ DE TENERIFE;GÜIMAR                   ;38500;AVENIDA SANTA CRUZ, 53;N;29/07/2020 15:45;0,929;DISA GÜIMAR;P;OM;L-S: 06:00-22:00 D: 07:00-21:00;L-S: 06:00-08:00 (A), 08:00-13:00 (P), 13:00-16:00 (A), 16:00-19:00 (P), 19:00-22:00 (A) D: 07:00-08:00 (A), 08:00-13:00 (P), 13:00-16:00 (A), 16:00-19:00 (P), 19:00-21:00 (A);01/08/2020
SANTA CRUZ DE TENERIFE;GÜIMAR                   ;38500;CALLE RIGOBERTO DIAZ MELERO, S/N;I;30/07/2020 14:34;0,929;SHELL GUIMAR;P;dm;L-D: 06:00-22:00;L-D: 06:00-22:00 (A);01/08/2020
SANTA CRUZ DE TENERIFE;ARONA;38627;CARRETERA DE LAS GALLETAS KM. 91;D;27/07/2020 15:37;0,929;BP TEN BEL;P;dm;L-S: 06:00-21:30 D: 07:00-13:00;L-S: 06:00-21:30 (A) D: 07:00-13:00 (A);01/08/2020
SANTA CRUZ DE TENERIFE;FAÑABE                   ;38660;General C-822 km 110,14;N;29/07/2020 15:45;0,931;DISA FAÑABE;P;OM;L-D: 24H;L-V: 00:00-10:00 (A), 10:00-18:00 (P), 18:00-23:59 (A) S-D: 24H (A);01/08/2020
PALMAS (LAS);AGUIMES;35118;AUTOPISTA GC-1 KM. 24,350;D;31/07/2020 15:30;0,934;DISA AUT.ARINAGA;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (A);01/08/2020
SANTA CRUZ DE TENERIFE;CRISTIANOS(LOS)          ;38650;CALLE BULEVAR CHAJOFE, 2;N;27/07/2020 13:24;0,935;BP;P;dm;L-D: 24H;L-D: 24H (A);01/08/2020
SANTA CRUZ DE TENERIFE;CRISTIANOS(LOS)          ;38650;CALLE GENERAL FRANCO, 1;N;29/07/2020 15:45;0,935;DISA LOS CRISTIANOS;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (A);01/08/2020
SANTA CRUZ DE TENERIFE;BARRANCO HONDO           ;38510;CARRETERA TF-28 GENERAL DEL SUR KM. 9,9;I;29/07/2020 11:12;0,937;PCAN;P;dm;L-V: 06:00-22:00 S: 07:00-22:30;L-V: 06:00-22:00 (A) S: 07:00-22:30 (A);01/08/2020
SANTA CRUZ DE TENERIFE;ADEJE                    ;38670;PG IND. BARRANCO LAS TORRES, P7-S9, S/N;N;27/07/2020 12:03;0,937;BP LA ATALAYA;P;dm;L-D: 24H;L-D: 24H (A);01/08/2020
SANTA CRUZ DE TENERIFE;ADEJE                    ;38670;AVENIDA AYYO, 32;N;27/07/2020 10:23;0,937;SHELL;P;dm;L-D: 24H;L-D: 24H (A);01/08/2020
SANTA CRUZ DE TENERIFE;ADEJE                    ;38670;CALLE CHARFA, 28;N;27/07/2020 13:54;0,937;BP SAN SEBASTIAN;P;dm;L-D: 06:00-00:00;L-D: 06:00-00:00 (A);01/08/2020
SANTA CRUZ DE TENERIFE;ADEJE                    ;38670;AVENIDA AYYO DE  EN  ADEJE, 22;D;27/07/2020 15:57;0,937;REPSOL;P;dm;L-D: 24H;L-D: 24H (A);01/08/2020
SANTA CRUZ DE TENERIFE;ADEJE;38678;TF-6237, MD, PK km 4.8;N;21/07/2020 18:26;0,939;REPSOL FUMERGAS;P;dm;L-D: 24H;L-D: 24H (A);01/08/2020
SANTA CRUZ DE TENERIFE;ARAFO                    ;38550;ACCESO CARRETERA A LA HIDALGA, S/N;I;29/07/2020 09:44;0,939;REPSOL;P;dm;L-D: 24H;L-D: 24H (A);01/08/2020
PALMAS (LAS);PUERTO DEL ROSARIO       ;35600;CR FV-1, 2;D;01/08/2020 00:00;0,939;REPSOL;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (A);01/08/2020
SANTA CRUZ DE TENERIFE;ARMEÑIME                 ;38678;CARRETERA TF-47 KM. 2,7;I;01/08/2020 00:00;0,939;REPSOL;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (A);01/08/2020
SANTA CRUZ DE TENERIFE;PUERTO DE LA CRUZ        ;38400;CR DEL BOTANICO km 6;D;27/07/2020 15:08;0,939;BP;P;dm;L-D: 24H;L-D: 24H (A);01/08/2020
SANTA CRUZ DE TENERIFE;LA LAGUNA;38108;CR TF-411, KM. 2,45;N;27/07/2020 12:23;0,939;BP TACO NORTE;P;dm;L-V: 06:00-21:00 S: 09:00-14:00;L-V: 06:00-21:00 (A) S: 09:00-14:00 (A);01/08/2020
SANTA CRUZ DE TENERIFE;PLAYA DE LAS AMERICAS (ARONA);38660;CALLE AVENIDA DE LOS PUEBLOS, 6;N;01/08/2020 06:50;0,939;BP LAS AMERICAS;P;dm;L-D: 24H;L-D: 24H (A);01/08/2020
SANTA CRUZ DE TENERIFE;SANTA CRUZ DE TENERIFE   ;38005;AVENIDA TRES DE MAYO, 85;N;29/07/2020 11:28;0,939; BP AVENIDA 3 DE MAYO;P;dm;L-D: 06:00-23:00;L-D: 06:00-23:00 (A);01/08/2020
SANTA CRUZ DE TENERIFE;SANTA CRUZ DE TENERIFE   ;38007;AVENIDA DE CANARIAS, 97;N;27/07/2020 15:07;0,939;BP CRUZ DEL SEÑOR;P;dm;L-S: 06:00-22:00 D: 07:00-21:00;L-S: 06:00-22:00 (A) D: 07:00-21:00 (A);01/08/2020
SANTA CRUZ DE TENERIFE;SANTA CRUZ DE TENERIFE   ;38108;CARRETERA GENERAL DEL SUR KM. 6,9;N;29/07/2020 11:27;0,939; BP TACO;P;dm;L-D: 24H;L-D: 24H (A);01/08/2020
SANTA CRUZ DE TENERIFE;TEJINA                   ;38260;CARRETERA TEJINA BAJAMAR KM. 9,5;N;31/07/2020 09:56;0,939;BP TEJINA;P;dm;L-V: 06:00-22:00 S-D: 07:00-22:00;L-V: 06:00-22:00 (A) S-D: 07:00-22:00 (A);01/08/2020
SANTA CRUZ DE TENERIFE;SANTA CRUZ DE TENERIFE   ;38007;AVENIDA VENEZUELA, S/N;N;29/07/2020 15:45;0,939;DISA ARACAYU;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (A);01/08/2020
PALMAS (LAS);AGUIMES                  ;35260;CALLE ANSITE, 100;N;27/07/2020 12:54;0,939;CEPSA OPER CANARIOS  S,L.;P;dm;L-D: 24H;L-D: 24H (A);01/08/2020
SANTA CRUZ DE TENERIFE;HIDALGA (LA)             ;38550;CARRETERA ARAFO LA HIDALGA TF-413 KM. 1;D;27/07/2020 16:01;0,939;REPSOL;P;dm;L-D: 24H;L-D: 24H (A);01/08/2020
SANTA CRUZ DE TENERIFE;ARONA;38627;CARRETERA CTRA GRAL GUAZA TF-66 KM. 79;N;27/07/2020 12:11;0,939;BP GUAZA;P;dm;L-D: 24H;L-D: 24H (A);01/08/2020
PALMAS (LAS);AGUIMES;35118;AVENIDA POLIZON, 124;I;31/07/2020 15:30;0,939;SHELL ARINAGA;P;OM;L-D: 06:00-23:00;L-D: 06:00-23:00 (A);01/08/2020
PALMAS (LAS);AGUIMES;35118;CALLE HIEDRA, 3;N;27/07/2020 11:59;0,939;CEPSA;P;dm;L-D: 06:00-21:30;L-D: 06:00-21:30 (P);01/08/2020
SANTA CRUZ DE TENERIFE;OROTAVA (LA)             ;38300;CARRETERA C 820 KM 35.5 MARGUEN I KM. 35,5;I;28/07/2020 00:00;0,939;DISA;P;dm;L-V: 06:00-22:00 S: 07:00-22:00 D: 08:00-14:00;;01/08/2020
SANTA CRUZ DE TENERIFE;CABO BLANCO              ;38626;CARRETERA GENERAL VALLE SAN LORENZO-GUAZA,380 KM. 380;D;30/07/2020 01:22;0,939;BP CABO BLANCO;P;dm;L-D: 24H;L-D: 24H (A);01/08/2020
SANTA CRUZ DE TENERIFE;SAN MIGUEL               ;38620;AUTOPISTA AUTOPISTA DEL SUR KM. 64,9;D;27/07/2020 14:03;0,939;BP OROTIANDA;P;dm;L-D: 24H;L-D: 24H (A);01/08/2020
PALMAS (LAS);POLIGONO RESIDENCIAL DE ARINAGA;35118;CALLE CANAL DERECHA, S/N;D;01/08/2020 00:00;0,939;REPSOL;P;OM;L-V: 05:00-21:00;L-V: 05:00-21:00 (A);01/08/2020
SANTA CRUZ DE TENERIFE;AEROPUERTO REINA SOFIA (SANTA CRUZ DE TENERIFE);38610;CARRETERA ATOGO KM. 0,5;D;30/07/2020 09:23;0,939;BP;P;dm;L-D: 24H;L-D: 24H (A);01/08/2020
SANTA CRUZ DE TENERIFE;SAN JERONIMO             ;38312;CARRETERA INSULAR TF 333 KM. 0,300;D;27/07/2020 12:03;0,939;BP;P;dm;L-D: 06:30-23:30;L-D: 06:30-23:30 (A);01/08/2020
SANTA CRUZ DE TENERIFE;ARAFO                    ;38550;PLAZA IND VALLE GUIMAR MANZ-, S/N;D;01/08/2020 00:00;0,939;REPSOL;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (A);01/08/2020
